9,255,255,255,254,248,245,252,254,247,241,250,250,253,255,255,255,255,255,255,251,255,54,234,10,171,251,22,247,250,255,255,255,255,255,255,254,113,20,143,249,249,148,244,237,251,255,255,255,255,255,255,244,137,253,252,254,254,252,252,252,185,255,255,255,255,255,255,239,176,252,253,253,254,248,242,245,51,255,255,255,255,255,255,254,99,252,253,253,253,35,255,254,249,255,255,255,255,255,255,252,95,246,252,253,247,239,250,254,249,255,255,255,255,255,255,251,231,82,254,237,55,252,252,254,253,255,255,255,255,255,255,253,250,254,93,94,255,249,253,248,249,255,255,255,255,255,255,254,254,253,255,252,253,253,252,206,251,255,255,255,255,255,255,254,254,253,253,253,253,254,248,142,254,255,255,255,255,255,255,253,253,254,253,253,254,253,254,52,253,255,255,255,255,255,255,251,254,252,253,254,254,251,254,252,253,255,255,255,255,255,255,251,43,248,247,250,255,244,72,251,254,255,255,255,255,255,255,254,252,79,112,161,60,238,250,253,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
7,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,248,140,253,250,255,252,250,250,122,250,255,255,255,255,255,255,255,253,152,255,253,252,252,112,250,110,252,254,255,255,255,254,253,252,250,119,206,247,255,160,121,255,253,254,255,255,255,254,255,255,253,255,254,214,213,227,255,255,255,255,255,255,255,255,255,255,248,255,252,254,254,232,254,255,251,255,255,253,255,255,255,255,253,254,254,252,251,250,253,253,233,255,253,253,255,255,255,255,253,246,152,132,140,131,142,161,252,255,255,253,255,255,255,255,212,242,253,255,248,255,255,254,255,255,253,255,255,255,255,255,254,254,255,255,253,255,252,255,255,255,255,255,255,255,255,255,255,255,255,255,248,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,251,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
7,255,255,252,238,255,251,252,252,252,252,253,253,254,253,255,255,255,255,228,77,68,58,70,72,91,51,255,252,254,254,255,255,255,255,82,70,65,66,62,62,63,75,243,254,254,253,255,255,255,255,247,246,249,251,193,74,59,27,252,253,254,254,255,255,255,255,252,252,252,252,255,79,70,51,252,254,253,253,255,255,255,255,253,252,252,252,245,89,116,33,254,253,253,254,255,255,255,255,252,252,252,252,244,86,66,69,254,253,253,253,255,255,255,255,252,255,238,253,255,87,73,4,248,253,249,248,255,255,255,255,251,14,77,74,75,76,59,90,29,36,36,244,255,255,255,255,252,40,87,69,62,64,65,65,63,65,62,105,255,255,255,255,251,252,253,253,252,114,71,63,94,53,55,254,255,255,255,255,252,252,252,252,241,83,68,59,250,251,255,254,255,255,255,255,252,252,252,252,247,82,61,39,254,253,254,253,255,255,255,255,253,253,252,252,244,74,67,60,251,253,253,254,255,255,255,255,254,252,252,253,240,71,70,115,255,253,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
4,255,255,255,255,254,255,252,253,255,255,252,252,254,254,254,254,255,255,255,255,252,255,255,255,255,254,253,255,255,255,255,255,255,255,255,255,255,255,255,123,255,253,255,255,255,255,255,255,255,255,255,255,255,252,255,126,255,251,255,255,255,255,255,255,255,255,255,255,255,255,255,120,250,255,255,255,255,255,255,255,255,255,255,255,255,255,255,129,255,254,255,255,255,255,255,255,255,255,255,255,254,253,252,164,255,252,255,255,255,255,255,255,255,255,255,255,255,254,255,245,255,126,251,255,255,255,255,255,255,255,255,255,253,255,241,246,148,117,255,253,255,255,255,255,255,255,255,255,254,253,197,123,253,128,251,253,255,255,255,255,255,255,255,255,254,250,255,255,253,146,255,253,255,255,255,255,255,255,255,255,255,255,253,255,253,235,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,235,255,255,255,255,255,255,255,255,255,255,255,255,255,255,251,153,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,254,254,255,255,255,255,255
4,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,253,255,255,255,255,255,255,255,255,255,255,255,255,255,255,234,235,254,255,255,255,255,255,255,255,255,255,255,255,252,255,143,250,255,255,255,255,255,255,255,255,255,255,255,253,251,245,221,249,253,255,255,255,255,255,255,255,255,255,255,255,251,133,251,237,251,255,255,255,255,255,255,255,255,255,254,253,249,131,249,110,255,255,255,255,255,255,255,255,255,255,255,255,251,119,250,98,250,255,255,255,255,255,255,255,255,255,255,254,250,125,119,231,255,255,255,255,255,255,255,255,255,255,255,255,252,255,136,251,255,252,255,255,255,255,255,255,255,255,254,254,255,250,138,254,253,255,255,255,255,255,255,255,255,255,253,255,255,190,142,255,255,255,255,255,255,255,255,255,255,255,255,252,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,252,252,254,255,255,255,255,255,255,255,255,255,255,255,255,253,255,255,255,254,254,255,255,255,255
2,255,255,255,255,255,253,252,253,255,240,255,255,255,255,255,255,255,255,255,255,255,255,253,246,136,224,236,253,255,255,255,255,255,255,255,255,255,250,249,133,251,254,202,255,255,255,255,255,255,255,255,255,255,252,165,255,255,242,246,255,255,255,255,255,255,255,255,255,253,252,119,255,250,168,255,255,255,255,255,255,255,255,255,255,253,255,163,254,254,151,255,255,255,255,255,255,255,255,255,255,255,252,253,251,247,255,255,253,255,255,255,255,255,255,255,255,254,254,254,254,129,255,255,252,255,255,255,255,255,255,255,255,254,255,252,181,252,255,253,252,255,255,255,255,255,255,255,255,252,255,235,187,255,255,255,255,255,255,255,255,255,255,255,254,248,145,151,254,141,249,255,255,255,255,255,255,255,255,254,254,154,145,253,255,247,147,231,251,253,253,253,253,253,254,254,219,147,224,255,252,252,253,214,139,219,247,252,253,255,254,254,150,211,247,255,254,255,255,255,245,241,171,138,246,252,255,252,255,255,255,255,252,255,253,254,254,255,254,251,255,254,253,255,255,255,255,255,255,255,255,253,251,255,255,255,255
2,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,252,255,252,254,255,255,255,255,255,255,255,255,255,255,255,253,213,247,182,252,255,255,255,255,255,255,255,255,255,255,254,247,255,254,167,252,255,253,255,255,255,255,255,255,255,255,255,244,249,254,187,252,255,255,255,255,255,255,255,255,255,255,255,255,252,254,166,254,255,255,255,255,255,255,255,255,255,255,253,254,255,186,255,252,255,255,255,255,255,255,255,255,255,255,253,252,183,230,252,253,254,255,255,255,255,255,255,255,255,255,254,148,255,134,157,252,255,255,254,255,255,255,255,255,255,255,255,255,255,251,252,167,233,251,254,255,255,255,255,255,255,255,255,255,254,255,251,255,249,243,255,253,254,255,255,255,255,255,255,255,255,255,255,255,250,252,253,255,253,255,255,255,255,255,255,255,255,255,255,254,254,255,254,255,255,254,255,255,255,255,255,255,255,255,253,254,255,255,255,253,255,255
4,255,255,255,255,255,253,255,255,255,252,255,255,255,255,255,255,255,255,255,255,255,255,251,130,255,254,254,254,255,255,255,255,255,255,255,255,255,255,247,119,252,255,254,255,255,255,255,255,255,255,255,255,255,255,253,127,253,255,254,255,255,255,255,255,255,255,255,255,251,255,242,227,254,255,255,255,255,255,255,255,255,255,255,255,253,254,128,253,252,253,127,251,254,255,255,255,255,255,255,255,255,250,129,254,255,251,135,253,254,255,255,255,255,255,255,255,253,168,248,252,255,251,136,254,255,254,255,254,255,254,255,255,253,134,255,253,254,255,182,235,134,255,254,252,255,255,255,254,233,207,255,253,239,162,129,134,252,251,255,255,255,254,255,253,132,137,131,141,184,211,209,251,255,255,255,254,255,255,255,253,251,247,253,253,251,180,189,252,255,255,253,255,255,255,255,255,255,255,255,254,255,255,228,249,254,255,255,255,255,254,255,255,255,254,255,255,255,251,254,254,255,255,255,255,255,255,255,255,255,255,255,255,255,255,253,255,255,255,255,255,255,255,255,255,255,255,255,255,254,255,255,255,255,255,255,255
9,255,255,255,255,248,251,255,255,255,253,255,253,255,255,255,255,255,255,255,255,254,253,255,252,248,249,251,254,255,255,255,255,255,255,255,254,255,210,95,94,243,105,249,251,254,255,255,255,255,255,255,254,118,255,207,255,249,250,182,233,254,255,255,255,252,253,253,118,253,248,250,247,254,255,249,96,253,255,254,254,255,255,254,145,248,254,255,255,255,251,251,202,255,255,253,253,252,254,255,154,238,251,241,246,230,232,190,112,251,255,255,255,252,255,255,250,209,131,251,255,254,255,252,135,255,252,254,254,255,255,255,254,248,255,248,252,255,252,254,134,255,255,255,255,255,255,255,255,255,249,254,253,252,253,255,114,252,255,255,255,255,255,255,255,254,251,250,253,253,253,254,199,249,250,254,253,255,255,255,255,198,255,252,255,255,249,254,251,131,250,255,255,255,255,255,254,254,225,113,237,244,255,249,230,112,253,255,251,255,255,255,255,255,252,255,255,254,249,228,244,251,250,246,255,255,255,255,255,253,252,254,251,252,255,255,255,255,255,253,255,255,255,255,255,255,251,253,255,255,254,252,254,255,253,255,255
7,255,255,255,254,253,252,251,254,253,249,249,252,253,255,255,255,255,255,255,121,173,122,91,124,122,121,157,250,248,255,255,255,255,255,255,237,242,251,254,251,249,212,169,250,251,255,255,255,255,255,255,251,250,254,254,250,253,161,205,250,252,255,255,255,255,255,255,253,253,253,253,254,247,116,249,253,250,255,255,255,255,255,255,252,252,252,252,251,255,141,253,247,251,255,255,255,255,255,255,252,255,254,235,235,174,179,242,253,252,255,255,255,255,255,255,254,183,90,99,65,51,86,114,108,225,255,255,255,255,255,255,254,253,243,245,246,115,212,83,85,120,255,255,255,255,255,255,252,252,253,251,234,139,251,248,249,251,255,255,255,255,255,255,251,252,254,252,185,121,249,252,254,245,255,255,255,255,255,255,252,252,254,250,128,134,250,249,249,251,255,255,255,255,255,255,253,251,254,250,130,148,245,251,251,251,255,255,255,255,255,255,251,249,248,248,118,138,243,253,251,250,255,255,255,255,255,255,252,249,252,249,129,120,252,253,251,250,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255,255
